"","Stair","Mean","SD","CIwidth","Hemifield","Eccentricity","Condition","SUBJECT","EccentricityEff","HemifieldEff","CondEff"
"522","L_LFstair",0.254996429502205,0.0267682054117798,0.0888812621545355,"Left","Far","Upright","103",0,-0.5,-0.5
"523","L_LPstair",0.332303508155896,0.0473834716583824,0.142116813247799,"Left","Peripheral","Upright","103",0.5,-0.5,-0.5
"524","L_RNstair",0.197619356879697,0.0268414519555776,0.0883548280598145,"Right","Near","Upright","103",-0.5,0.5,-0.5
"525","L_RFstair",0.137890822726307,0.0271165382632603,0.0892413144795051,"Right","Far","Upright","103",0,0.5,-0.5
"526","L_RPstair",0.487722650899904,0.0553978075178564,0.126234234021554,"Right","Peripheral","Upright","103",0.5,0.5,-0.5
"527","G_LNstair",0.683150851678239,0.0367880113597197,0.118900343717365,"Left","Near","Gabor","103",-0.5,-0.5,0.5
"528","G_LFstair",0.555037111116128,0.032732558993355,0.103860392145876,"Left","Far","Gabor","103",0,-0.5,0.5
"529","G_LPstair",0.397944252200625,0.0259232437128162,0.0856414433093276,"Left","Peripheral","Gabor","103",0.5,-0.5,0.5
"530","G_RNstair",0.381068291760451,0.0271277833730408,0.0893664813922382,"Right","Near","Gabor","103",-0.5,0.5,0.5
"531","G_RPstair",0.438094341658517,0.0403468846768067,0.111086274599564,"Right","Peripheral","Gabor","103",0.5,0.5,0.5
"532","L_LNstair",0.223814508747393,0.0278040699602357,0.091957100403391,"Left","Near","Upright","105",-0.5,-0.5,-0.5
"533","L_LFstair",0.281896967744122,0.0653487044602332,0.209573344231647,"Left","Far","Upright","105",0,-0.5,-0.5
"534","L_LPstair",0.185545461440057,0.0718900855095432,0.242868261789377,"Left","Peripheral","Upright","105",0.5,-0.5,-0.5
"535","L_RNstair",0.166748090499209,0.0445161040541089,0.145566673548994,"Right","Near","Upright","105",-0.5,0.5,-0.5
"536","L_RFstair",0.251401698739622,0.0335667219436249,0.108935257452235,"Right","Far","Upright","105",0,0.5,-0.5
"537","L_RPstair",0.298549818253551,0.0264227073165911,0.0870792089869926,"Right","Peripheral","Upright","105",0.5,0.5,-0.5
"538","G_LNstair",0.527528678045012,0.0255777440894163,0.0845609267636616,"Left","Near","Gabor","105",-0.5,-0.5,0.5
"539","G_LFstair",0.389278607582502,0.122799612556991,0.39905373155082,"Left","Far","Gabor","105",0,-0.5,0.5
"540","G_LPstair",0.267941509108628,0.0374112526590697,0.118724250478691,"Left","Peripheral","Gabor","105",0.5,-0.5,0.5
"541","G_RNstair",0.471533292110523,0.0261821819938384,0.0862484524864231,"Right","Near","Gabor","105",-0.5,0.5,0.5
"542","G_RFstair",0.302596003623883,0.0266141004112779,0.0882110535236447,"Right","Far","Gabor","105",0,0.5,0.5
"543","G_RPstair",0.273055527046765,0.0318967827006097,0.103597844588927,"Right","Peripheral","Gabor","105",0.5,0.5,0.5
"544","L_LNstair",0.465460282556096,0.0913922612373097,0.292766844133822,"Left","Near","Upright","108",-0.5,-0.5,-0.5
"545","L_LFstair",0.318889062932625,0.0285800498689838,0.094176849521619,"Left","Far","Upright","108",0,-0.5,-0.5
"546","L_LPstair",0.378681496736386,0.0261938111319139,0.0864928358677778,"Left","Peripheral","Upright","108",0.5,-0.5,-0.5
"547","L_RNstair",0.271110779471364,0.0286664989318105,0.0935226219458881,"Right","Near","Upright","108",-0.5,0.5,-0.5
"548","L_RFstair",0.337643886818896,0.0261728623095521,0.0863173542680033,"Right","Far","Upright","108",0,0.5,-0.5
"549","L_RPstair",0.415078299339059,0.0259999275474812,0.0861209378708404,"Right","Peripheral","Upright","108",0.5,0.5,-0.5
"550","G_LNstair",0.557132064081128,0.0255498250943201,0.0844380151489781,"Left","Near","Gabor","108",-0.5,-0.5,0.5
"551","G_LFstair",0.758508376779927,0.027035920270662,0.0888480954678494,"Left","Far","Gabor","108",0,-0.5,0.5
"552","G_LPstair",0.419022065456365,0.0423330247605382,0.123264695575501,"Left","Peripheral","Gabor","108",0.5,-0.5,0.5
"553","G_RNstair",0.233767366271214,0.0271476759875345,0.0901652356043967,"Right","Near","Gabor","108",-0.5,0.5,0.5
"554","G_RFstair",0.203128509939731,0.0269469259205286,0.089437983384092,"Right","Far","Gabor","108",0,0.5,0.5
"555","G_RPstair",0.246109809553719,0.0273308469484953,0.0905606386713862,"Right","Peripheral","Gabor","108",0.5,0.5,0.5
"556","L_LNstair",0.175454607731895,0.0286175870055685,0.0943433834614693,"Left","Near","Upright","112",-0.5,-0.5,-0.5
"557","L_LFstair",0.416697403322738,0.0259846311443473,0.0856691492985445,"Left","Far","Upright","112",0,-0.5,-0.5
"558","L_LPstair",0.526295965842275,0.0273234792249828,0.0896828526502425,"Left","Peripheral","Upright","112",0.5,-0.5,-0.5
"559","L_RNstair",0.218973828647511,0.0283684970851536,0.0928163057487884,"Right","Near","Upright","112",-0.5,0.5,-0.5
"560","L_RFstair",0.238018388290357,0.0290153644660566,0.094997603940332,"Right","Far","Upright","112",0,0.5,-0.5
"561","L_RPstair",0.158032277022068,0.0283104606858622,0.0931418350692181,"Right","Peripheral","Upright","112",0.5,0.5,-0.5
"562","G_LNstair",0.566311995591191,0.0538972970641568,0.156239133872326,"Left","Near","Gabor","112",-0.5,-0.5,0.5
"563","G_LFstair",0.865373793962235,0.0264639344932621,0.087771706689927,"Left","Far","Gabor","112",0,-0.5,0.5
"564","G_LPstair",0.62388430051172,0.0304105289162273,0.0981765400744213,"Left","Peripheral","Gabor","112",0.5,-0.5,0.5
"565","G_RNstair",0.383196784391909,0.0261367717539014,0.0865599741607215,"Right","Near","Gabor","112",-0.5,0.5,0.5
"566","G_RFstair",0.478960120193709,0.0583206723013483,0.137246608021469,"Right","Far","Gabor","112",0,0.5,0.5
"567","G_RPstair",0.318840385218748,0.0276995508005249,0.0909101670273131,"Right","Peripheral","Gabor","112",0.5,0.5,0.5
"568","L_LNstair",0.239204254090008,0.0365383867527657,0.113648641532539,"Left","Near","Upright","113",-0.5,-0.5,-0.5
"569","L_LFstair",0.294967777414333,0.035085059282634,0.108621789497032,"Left","Far","Upright","113",0,-0.5,-0.5
"570","L_LPstair",0.254532895301213,0.0267708009401019,0.0889251587156077,"Left","Peripheral","Upright","113",0.5,-0.5,-0.5
"571","L_RNstair",0.505292865985772,0.0256123538106596,0.0845871435457404,"Right","Near","Upright","113",-0.5,0.5,-0.5
"572","L_RFstair",0.524391886976561,0.0260898179208921,0.0864231223734289,"Right","Far","Upright","113",0,0.5,-0.5
"573","L_RPstair",0.471305597215878,0.0259922569345477,0.0858133889237935,"Right","Peripheral","Upright","113",0.5,0.5,-0.5
"574","G_LNstair",0.550123400855066,0.0280038075320726,0.0902284785635457,"Left","Near","Gabor","113",-0.5,-0.5,0.5
"575","G_LFstair",0.205844922838951,0.0274513370354592,0.0910185494865715,"Left","Far","Gabor","113",0,-0.5,0.5
"576","G_LPstair",0.515268918368558,0.0273364229876128,0.089639214394522,"Left","Peripheral","Gabor","113",0.5,-0.5,0.5
"577","G_RNstair",0.402986188722366,0.0261056556663825,0.0863832591017206,"Right","Near","Gabor","113",-0.5,0.5,0.5
"578","G_RFstair",0.841729045034741,0.0281876384148352,0.0920282415871424,"Right","Far","Gabor","113",0,0.5,0.5
"579","G_RPstair",0.552136443264513,0.0346055911478747,0.10316474950118,"Right","Peripheral","Gabor","113",0.5,0.5,0.5
"580","L_LNstair",0.200340471904569,0.0408838040647733,0.134083297334634,"Left","Near","Upright","116",-0.5,-0.5,-0.5
"581","L_LFstair",0.782350039424151,0.0356718309134319,0.114499630284686,"Left","Far","Upright","116",0,-0.5,-0.5
"582","L_LPstair",0.690271027269577,0.0659281346001538,0.213543068890554,"Left","Peripheral","Upright","116",0.5,-0.5,-0.5
"583","L_RNstair",0.244650690102054,0.0420327238072074,0.136285013285237,"Right","Near","Upright","116",-0.5,0.5,-0.5
"584","L_RFstair",0.532114017856506,0.027771343435477,0.0911040086813064,"Right","Far","Upright","116",0,0.5,-0.5
"585","L_RPstair",0.484956911230213,0.0261194543999978,0.0864363684686547,"Right","Peripheral","Upright","116",0.5,0.5,-0.5
"586","G_LFstair",0.916940587107645,0.0275584590829336,0.0913630419589788,"Left","Far","Gabor","116",0,-0.5,0.5
"587","G_LPstair",0.819051246988205,0.0272299330798101,0.0891621825091861,"Left","Peripheral","Gabor","116",0.5,-0.5,0.5
"588","G_RNstair",0.777510241031683,0.0264073455061071,0.0869867012831738,"Right","Near","Gabor","116",-0.5,0.5,0.5
"589","G_RFstair",0.432560663178273,0.0259604499264005,0.085825181972071,"Right","Far","Gabor","116",0,0.5,0.5
"590","G_RPstair",0.641722057407786,0.0260987532676293,0.0861676084365314,"Right","Peripheral","Gabor","116",0.5,0.5,0.5
"591","L_LNstair",0.176250348484862,0.0295046604550799,0.096798412655769,"Left","Near","Upright","120",-0.5,-0.5,-0.5
"592","L_LFstair",0.163980816298247,0.0307595752627252,0.101216118793875,"Left","Far","Upright","120",0,-0.5,-0.5
"593","L_LPstair",0.317200780775969,0.026718629230969,0.0880114369492373,"Left","Peripheral","Upright","120",0.5,-0.5,-0.5
"594","L_RNstair",0.141324212117443,0.0272641598652419,0.0899145066779956,"Right","Near","Upright","120",-0.5,0.5,-0.5
"595","L_RFstair",0.118610495220168,0.0278434747337575,0.0915601127446652,"Right","Far","Upright","120",0,0.5,-0.5
"596","L_RPstair",0.149894167059392,0.0272855345920787,0.0893710911488956,"Right","Peripheral","Upright","120",0.5,0.5,-0.5
"597","G_LNstair",0.630847460186745,0.0259545550994141,0.0857211807426275,"Left","Near","Gabor","120",-0.5,-0.5,0.5
"598","G_LFstair",0.894156639004589,0.0263110020918127,0.0873210568422773,"Left","Far","Gabor","120",0,-0.5,0.5
"599","G_LPstair",0.859987656992773,0.0280258162776269,0.0921074946684064,"Left","Peripheral","Gabor","120",0.5,-0.5,0.5
"600","G_RNstair",0.378078179725153,0.0260855509676127,0.0861485630936858,"Right","Near","Gabor","120",-0.5,0.5,0.5
"601","G_RFstair",0.368161182578736,0.0266594329186143,0.0876502687237977,"Right","Far","Gabor","120",0,0.5,0.5
"602","G_RPstair",0.553356303358377,0.0261842157961772,0.0867229365694345,"Right","Peripheral","Gabor","120",0.5,0.5,0.5
"603","L_LNstair",0.267438953905606,0.0280437946830172,0.0925856421606852,"Left","Near","Upright","121",-0.5,-0.5,-0.5
"604","L_LFstair",0.509354167736881,0.0272620060232547,0.089251153957795,"Left","Far","Upright","121",0,-0.5,-0.5
"605","L_LPstair",0.412813231588357,0.0495218413786919,0.116462757023255,"Left","Peripheral","Upright","121",0.5,-0.5,-0.5
"606","L_RNstair",0.405138363738448,0.0282347497853804,0.0936155190047041,"Right","Near","Upright","121",-0.5,0.5,-0.5
"607","L_RFstair",0.426496155497434,0.0516681363741728,0.118796875794085,"Right","Far","Upright","121",0,0.5,-0.5
"608","L_RPstair",0.487288160614524,0.0256851749982269,0.0848055023482055,"Right","Peripheral","Upright","121",0.5,0.5,-0.5
"609","G_LNstair",0.643340535938369,0.0272876563774162,0.0900071116643955,"Left","Near","Gabor","121",-0.5,-0.5,0.5
"610","G_LFstair",0.446347854378421,0.0259151821544682,0.0855249966425266,"Left","Far","Gabor","121",0,-0.5,0.5
"611","G_LPstair",0.327769374594054,0.030519704549543,0.101045635695938,"Left","Peripheral","Gabor","121",0.5,-0.5,0.5
"612","G_RNstair",0.546357613452439,0.0330512118914596,0.107914991317617,"Right","Near","Gabor","121",-0.5,0.5,0.5
"613","G_RFstair",0.459811594808016,0.0524493830362539,0.127666535440327,"Right","Far","Gabor","121",0,0.5,0.5
"614","G_RPstair",0.612253126770415,0.0300503657188058,0.0969495190595975,"Right","Peripheral","Gabor","121",0.5,0.5,0.5
"615","L_LNstair",0.317523534679554,0.0270450729440588,0.0893061279641558,"Left","Near","Upright","122",-0.5,-0.5,-0.5
"616","L_LFstair",0.414969481250209,0.0275541049585262,0.0910741788962195,"Left","Far","Upright","122",0,-0.5,-0.5
"617","L_LPstair",0.385982423663293,0.0292479692355027,0.0964682996663297,"Left","Peripheral","Upright","122",0.5,-0.5,-0.5
"618","L_RNstair",0.230531682630379,0.0268175255115688,0.0881101875748598,"Right","Near","Upright","122",-0.5,0.5,-0.5
"619","L_RFstair",0.198937036648457,0.0272349077673874,0.0892038172480862,"Right","Far","Upright","122",0,0.5,-0.5
"620","L_RPstair",0.30762239497133,0.0285191502136243,0.0936956785533,"Right","Peripheral","Upright","122",0.5,0.5,-0.5
"621","G_LNstair",0.243335797696167,0.0268237685586229,0.0890716194262313,"Left","Near","Gabor","122",-0.5,-0.5,0.5
"622","G_LFstair",0.524828128253943,0.050821205238273,0.149389266359453,"Left","Far","Gabor","122",0,-0.5,0.5
"623","G_LPstair",0.585803938368269,0.0351461210950525,0.1114155325627,"Left","Peripheral","Gabor","122",0.5,-0.5,0.5
"624","G_RNstair",0.359720590696088,0.026561396423626,0.0874537036095626,"Right","Near","Gabor","122",-0.5,0.5,0.5
"625","G_RFstair",0.295368419480938,0.0267680638303661,0.088836972328205,"Right","Far","Gabor","122",0,0.5,0.5
"626","G_RPstair",0.383476636640094,0.0382117057013495,0.109578435261996,"Right","Peripheral","Gabor","122",0.5,0.5,0.5
"627","L_LNstair",0.294816767845909,0.0270353476120719,0.0897702820734215,"Left","Near","Upright","123",-0.5,-0.5,-0.5
"628","L_LFstair",0.63865738414292,0.0257869412003765,0.0853612939829738,"Left","Far","Upright","123",0,-0.5,-0.5
"629","L_LPstair",0.80294808047591,0.0273635425084512,0.0908106729675521,"Left","Peripheral","Upright","123",0.5,-0.5,-0.5
"630","L_RNstair",0.174782154204374,0.027057216553051,0.0898739795453012,"Right","Near","Upright","123",-0.5,0.5,-0.5
"631","L_RFstair",0.156992290836165,0.0273229014267179,0.0902045393201786,"Right","Far","Upright","123",0,0.5,-0.5
"632","L_RPstair",0.563546427323868,0.0256013448370565,0.084551249117267,"Right","Peripheral","Upright","123",0.5,0.5,-0.5
"633","G_LNstair",0.843692268918915,0.0348163534762485,0.110620858239611,"Left","Near","Gabor","123",-0.5,-0.5,0.5
"634","G_LPstair",0.671879307255888,0.0262236421188833,0.0866720190502351,"Left","Peripheral","Gabor","123",0.5,-0.5,0.5
"635","G_RNstair",0.471432752148882,0.0294996033270391,0.094280412137055,"Right","Near","Gabor","123",-0.5,0.5,0.5
"636","G_RFstair",0.500074061421937,0.0562872389721655,0.138574725184859,"Right","Far","Gabor","123",0,0.5,0.5
"637","G_RPstair",0.33945652006511,0.0288636778843885,0.0936718486739158,"Right","Peripheral","Gabor","123",0.5,0.5,0.5
"638","L_LNstair",0.29179980858915,0.0266741794929342,0.0882303530119787,"Left","Near","Upright","124",-0.5,-0.5,-0.5
"639","L_LFstair",0.418034300387589,0.025830307816318,0.0853863233280502,"Left","Far","Upright","124",0,-0.5,-0.5
"640","L_LPstair",0.583285884580835,0.0271180188315114,0.0897367961313978,"Left","Peripheral","Upright","124",0.5,-0.5,-0.5
"641","L_RNstair",0.195495225962456,0.0269434262020999,0.0894200249311556,"Right","Near","Upright","124",-0.5,0.5,-0.5
"642","L_RFstair",0.248752435246325,0.0281010894784341,0.0923402922047331,"Right","Far","Upright","124",0,0.5,-0.5
"643","L_RPstair",0.310018854601946,0.027451516844969,0.0899721320880477,"Right","Peripheral","Upright","124",0.5,0.5,-0.5
"644","G_LNstair",0.515146718987383,0.0339316594267168,0.109318733786287,"Left","Near","Gabor","124",-0.5,-0.5,0.5
"645","G_LFstair",0.825739840536431,0.0297504509079619,0.0969368008305196,"Left","Far","Gabor","124",0,-0.5,0.5
"646","G_LPstair",0.571180552909299,0.0346175022388122,0.102141503269611,"Left","Peripheral","Gabor","124",0.5,-0.5,0.5
"647","G_RNstair",0.303259738543032,0.0814640466546219,0.283189226093636,"Right","Near","Gabor","124",-0.5,0.5,0.5
"648","G_RFstair",0.20678226243237,0.0299732012503664,0.0989111250346654,"Right","Far","Gabor","124",0,0.5,0.5
"649","G_RPstair",0.346196207523398,0.0265301984944971,0.0878461035077386,"Right","Peripheral","Gabor","124",0.5,0.5,0.5
"650","L_LNstair",0.607421743128032,0.0258767786792028,0.0854143448180836,"Left","Near","Upright","126",-0.5,-0.5,-0.5
"651","L_LFstair",0.673281553614072,0.0258913626226506,0.0857043780741836,"Left","Far","Upright","126",0,-0.5,-0.5
"652","L_LPstair",0.623549747806379,0.0268398001666629,0.0891252872278352,"Left","Peripheral","Upright","126",0.5,-0.5,-0.5
"653","L_RNstair",0.366398323926557,0.0271143388775553,0.0897268767461764,"Right","Near","Upright","126",-0.5,0.5,-0.5
"654","L_RFstair",0.428951643910577,0.0268816981979329,0.0881271550182631,"Right","Far","Upright","126",0,0.5,-0.5
"655","L_RPstair",0.521566274725934,0.0265546047416683,0.0872359999605786,"Right","Peripheral","Upright","126",0.5,0.5,-0.5
"656","G_LNstair",0.710678124637293,0.029992897915214,0.0989009905913871,"Left","Near","Gabor","126",-0.5,-0.5,0.5
"657","G_LPstair",0.936755211949863,0.026311873975432,0.0878788220553863,"Left","Peripheral","Gabor","126",0.5,-0.5,0.5
"658","G_RNstair",0.550404808003447,0.0255148452749225,0.0845753059159019,"Right","Near","Gabor","126",-0.5,0.5,0.5
"659","G_RFstair",0.736545817133804,0.0261639948214989,0.0862543132793214,"Right","Far","Gabor","126",0,0.5,0.5
"660","G_RPstair",0.743394034678404,0.0265633163897835,0.0879604328979972,"Right","Peripheral","Gabor","126",0.5,0.5,0.5
"661","L_LNstair",0.529410237606472,0.0265601477311185,0.0874981434008062,"Left","Near","Upright","127",-0.5,-0.5,-0.5
"662","L_LFstair",0.603810942045817,0.0262380787065686,0.0869052188962344,"Left","Far","Upright","127",0,-0.5,-0.5
"663","L_LPstair",0.941310533615386,0.025328931230701,0.0847605998369795,"Left","Peripheral","Upright","127",0.5,-0.5,-0.5
"664","L_RNstair",0.495711635348514,0.0568757731970967,0.138643251570284,"Right","Near","Upright","127",-0.5,0.5,-0.5
"665","L_RFstair",0.566200042311261,0.0261655557733625,0.0865576431267342,"Right","Far","Upright","127",0,0.5,-0.5
"666","L_RPstair",0.927271219791329,0.0290958433064758,0.0955572275250796,"Right","Peripheral","Upright","127",0.5,0.5,-0.5
"667","G_LNstair",0.678550411275959,0.027353449679001,0.0899950085886214,"Left","Near","Gabor","127",-0.5,-0.5,0.5
"668","G_LFstair",0.688199105408803,0.0259820964449528,0.0858647016772506,"Left","Far","Gabor","127",0,-0.5,0.5
"669","G_RNstair",0.536917200377696,0.0277372331263694,0.0914077588123708,"Right","Near","Gabor","127",-0.5,0.5,0.5
"670","G_RFstair",0.479411462944119,0.0309119997088924,0.0923383295613198,"Right","Far","Gabor","127",0,0.5,0.5
"671","G_RPstair",0.564810231172409,0.0260603589035352,0.086370263091829,"Right","Peripheral","Gabor","127",0.5,0.5,0.5
"672","L_LNstair",0.197645445785821,0.0280518753637582,0.0925869531145637,"Left","Near","Upright","128",-0.5,-0.5,-0.5
"673","L_LFstair",0.451838952213295,0.0516954966598626,0.124705438985378,"Left","Far","Upright","128",0,-0.5,-0.5
"674","L_LPstair",0.54078303947772,0.0333044740088617,0.0975960724166809,"Left","Peripheral","Upright","128",0.5,-0.5,-0.5
"675","L_RNstair",0.215703979122048,0.0289377502358839,0.0950494050548823,"Right","Near","Upright","128",-0.5,0.5,-0.5
"676","L_RFstair",0.214274723285656,0.0304513887814618,0.0997501441790856,"Right","Far","Upright","128",0,0.5,-0.5
"677","L_RPstair",0.563120099695416,0.0288093891960629,0.0935227066672355,"Right","Peripheral","Upright","128",0.5,0.5,-0.5
"678","G_LNstair",0.244019296432291,0.0326729522649637,0.103775568650116,"Left","Near","Gabor","128",-0.5,-0.5,0.5
"679","G_LFstair",0.0872035734488994,0.0569437050154397,0.181231656920436,"Left","Far","Gabor","128",0,-0.5,0.5
"680","G_LPstair",0.450799156880876,0.0529333092089919,0.116358390650914,"Left","Peripheral","Gabor","128",0.5,-0.5,0.5
"681","G_RNstair",0.282641631909427,0.0297667240055202,0.0977563886281783,"Right","Near","Gabor","128",-0.5,0.5,0.5
"682","G_RFstair",0.293106994127588,0.0273541067211033,0.0905229789326723,"Right","Far","Gabor","128",0,0.5,0.5
"683","G_RPstair",0.495305110844604,0.0264557730911193,0.087636852306946,"Right","Peripheral","Gabor","128",0.5,0.5,0.5
"684","L_LNstair",0.203088985353303,0.0425961854813558,0.13801443626918,"Left","Near","Upright","129",-0.5,-0.5,-0.5
"685","L_LFstair",0.413553500468006,0.0260552956309783,0.0862974965959504,"Left","Far","Upright","129",0,-0.5,-0.5
"686","L_LPstair",0.565413513323715,0.0256820871509521,0.0847745099686061,"Left","Peripheral","Upright","129",0.5,-0.5,-0.5
"687","L_RNstair",0.238959714612339,0.0270203441128261,0.0886370403812302,"Right","Near","Upright","129",-0.5,0.5,-0.5
"688","L_RFstair",0.538308713002259,0.0619323204527463,0.147848971634889,"Right","Far","Upright","129",0,0.5,-0.5
"689","L_RPstair",0.470868388899654,0.027254332154019,0.0884899388083466,"Right","Peripheral","Upright","129",0.5,0.5,-0.5
"690","G_LNstair",0.39484950343602,0.0262210057121254,0.0869482407477763,"Left","Near","Gabor","129",-0.5,-0.5,0.5
"691","G_LFstair",0.486653211318764,0.0262764697833548,0.0867574538199987,"Left","Far","Gabor","129",0,-0.5,0.5
"692","G_LPstair",0.621408846294876,0.0262976346428277,0.0866441722482989,"Left","Peripheral","Gabor","129",0.5,-0.5,0.5
"693","G_RNstair",0.542510718048265,0.0264930267840323,0.087511227728323,"Right","Near","Gabor","129",-0.5,0.5,0.5
"694","G_RFstair",0.687840413841975,0.064394554695446,0.206924188157805,"Right","Far","Gabor","129",0,0.5,0.5
"695","G_RPstair",0.510844935437269,0.0261311431043072,0.0861881077296312,"Right","Peripheral","Gabor","129",0.5,0.5,0.5
